datetime,1f_1,1f_but,2f_he,2f_2,1f_ele
2023-07-16 11:00:00,48,37,52,15,9
2023-07-16 12:00:00,28,47,51,17,9
2023-07-16 13:00:00,47,52,50,27,8
2023-07-16 14:00:00,24,27,23,34,8
2023-07-16 15:00:00,123,70,78,59,14
2023-07-16 16:00:00,99,67,89,45,11
2023-07-16 17:00:00,71,70,65,53,13
2023-07-16 18:00:00,62,61,60,45,11
2023-07-16 19:00:00,129,51,85,41,7
2023-07-16 20:00:00,113,51,51,27,8
2023-07-16 21:00:00,90,78,85,31,7
2023-07-16 22:00:00,50,19,53,24,11
2023-07-16 23:00:00,37,46,54,16,11
2023-07-17 00:00:00,84,35,50,21,22
2023-07-17 01:00:00,31,15,14,8,14
2023-07-17 02:00:00,41,37,12,13,11
2023-07-17 03:00:00,27,37,26,10,14
2023-07-17 04:00:00,19,26,18,10,12
2023-07-17 05:00:00,10,17,39,14,16
2023-07-17 06:00:00,44,29,16,18,15
2023-07-17 07:00:00,47,22,27,11,10
2023-07-17 08:00:00,31,19,26,19,14
2023-07-17 09:00:00,26,24,21,17,10
2023-07-17 10:00:00,28,16,33,10,11
2023-07-17 11:00:00,37,64,34,30,22
2023-07-17 12:00:00,31,64,71,16,20
2023-07-17 13:00:00,73,53,73,36,15
2023-07-17 14:00:00,77,43,52,23,17
2023-07-17 15:00:00,132,84,88,33,23
2023-07-17 16:00:00,108,95,67,42,22
2023-07-17 17:00:00,116,63,65,50,28
2023-07-17 18:00:00,102,97,96,50,26
2023-07-17 19:00:00,102,65,82,48,22
2023-07-17 20:00:00,88,98,70,58,25
2023-07-17 21:00:00,105,64,66,49,27
2023-07-17 22:00:00,35,31,56,17,22
2023-07-17 23:00:00,93,59,29,30,18
2023-07-18 00:00:00,50,40,60,23,21
2023-07-18 01:00:00,13,34,30,7,18
2023-07-18 02:00:00,44,15,33,12,19
2023-07-18 03:00:00,34,37,13,8,19
2023-07-18 04:00:00,18,25,12,15,13
2023-07-18 05:00:00,37,19,35,19,14
2023-07-18 06:00:00,31,14,17,11,13
2023-07-18 07:00:00,44,14,28,12,10
2023-07-18 08:00:00,18,34,24,8,14
2023-07-18 09:00:00,43,33,17,15,18
2023-07-18 10:00:00,38,16,23,12,13
2023-07-18 11:00:00,39,70,55,23,16
2023-07-18 12:00:00,47,31,35,30,15
2023-07-18 13:00:00,57,47,63,21,19
2023-07-18 14:00:00,80,49,61,40,17
2023-07-18 15:00:00,131,64,70,56,22
2023-07-18 16:00:00,132,67,89,39,24
2023-07-18 17:00:00,107,65,71,60,24
2023-07-18 18:00:00,101,78,94,63,29
2023-07-18 19:00:00,143,85,89,54,29
2023-07-18 20:00:00,133,87,64,60,29
2023-07-18 21:00:00,93,98,99,53,20
2023-07-18 22:00:00,84,33,36,15,16
2023-07-18 23:00:00,38,42,41,26,15
2023-07-19 00:00:00,81,29,27,38,18
2023-07-19 01:00:00,44,12,24,7,10
2023-07-19 02:00:00,23,27,29,7,11
2023-07-19 03:00:00,23,22,13,11,10
2023-07-19 04:00:00,28,25,24,19,12
2023-07-19 05:00:00,29,37,19,19,15
2023-07-19 06:00:00,30,11,39,16,15
2023-07-19 07:00:00,30,30,11,15,14
2023-07-19 08:00:00,29,39,33,18,13
2023-07-19 09:00:00,14,39,37,12,10
2023-07-19 10:00:00,36,15,10,11,12
2023-07-19 11:00:00,48,62,66,32,15
2023-07-19 12:00:00,65,72,35,31,20
2023-07-19 13:00:00,42,58,60,36,17
2023-07-19 14:00:00,69,27,45,39,15
2023-07-19 15:00:00,81,71,68,47,23
2023-07-19 16:00:00,111,66,64,65,25
2023-07-19 17:00:00,141,89,75,53,24
2023-07-19 18:00:00,127,62,62,67,23
2023-07-19 19:00:00,134,60,72,53,23
2023-07-19 20:00:00,119,69,68,53,22
2023-07-19 21:00:00,97,89,72,32,20
2023-07-19 22:00:00,40,45,35,17,17
2023-07-19 23:00:00,59,70,34,20,21
2023-07-20 00:00:00,32,26,66,20,16
2023-07-20 01:00:00,39,39,39,13,11
2023-07-20 02:00:00,43,12,39,16,14
2023-07-20 03:00:00,38,26,29,16,12
2023-07-20 04:00:00,12,22,39,17,10
2023-07-20 05:00:00,33,17,35,16,17
2023-07-20 06:00:00,46,15,25,5,17
2023-07-20 07:00:00,38,19,19,10,12
2023-07-20 08:00:00,45,39,29,18,12
2023-07-20 09:00:00,42,23,14,5,16
2023-07-20 10:00:00,10,24,10,5,16
2023-07-20 11:00:00,45,25,66,33,23
2023-07-20 12:00:00,68,46,53,42,18
2023-07-20 13:00:00,39,57,59,16,18
2023-07-20 14:00:00,43,63,40,41,15
2023-07-20 15:00:00,124,83,89,57,26
2023-07-20 16:00:00,87,79,85,39,24
2023-07-20 17:00:00,108,96,73,47,24
2023-07-20 18:00:00,81,97,78,68,25
2023-07-20 19:00:00,92,76,76,43,20
2023-07-20 20:00:00,84,75,91,32,20
2023-07-20 21:00:00,116,88,89,51,25
2023-07-20 22:00:00,78,58,73,21,24
2023-07-20 23:00:00,82,55,61,34,18
2023-07-21 00:00:00,94,44,42,34,22
2023-07-21 01:00:00,24,23,10,15,15
2023-07-21 02:00:00,20,22,37,18,18
2023-07-21 03:00:00,29,13,31,12,13
2023-07-21 04:00:00,37,20,39,17,19
2023-07-21 05:00:00,14,34,13,17,11
2023-07-21 06:00:00,26,30,28,6,19
2023-07-21 07:00:00,47,32,33,9,15
2023-07-21 08:00:00,19,15,23,12,13
2023-07-21 09:00:00,31,22,25,14,18
2023-07-21 10:00:00,16,15,22,12,16
2023-07-21 11:00:00,44,44,35,25,21
2023-07-21 12:00:00,61,65,44,27,18
2023-07-21 13:00:00,75,39,51,31,20
2023-07-21 14:00:00,60,34,40,36,18
2023-07-21 15:00:00,108,78,66,63,20
2023-07-21 16:00:00,138,91,88,52,22
2023-07-21 17:00:00,118,83,71,58,22
2023-07-21 18:00:00,113,97,92,61,21
2023-07-21 19:00:00,105,79,87,32,26
2023-07-21 20:00:00,112,76,80,36,29
2023-07-21 21:00:00,109,68,60,40,26
2023-07-21 22:00:00,59,70,70,18,24
2023-07-21 23:00:00,33,40,32,35,17
2023-07-22 00:00:00,70,25,53,19,9
2023-07-22 01:00:00,10,10,29,7,9
2023-07-22 02:00:00,14,27,5,7,6
2023-07-22 03:00:00,12,14,26,9,6
2023-07-22 04:00:00,12,14,8,7,5
2023-07-22 05:00:00,15,16,23,9,5
2023-07-22 06:00:00,26,26,14,7,9
2023-07-22 07:00:00,35,21,27,8,7
2023-07-22 08:00:00,21,27,21,5,7
2023-07-22 09:00:00,25,23,16,7,5
2023-07-22 10:00:00,14,9,10,7,5
2023-07-22 11:00:00,31,29,41,34,11
2023-07-22 12:00:00,50,42,50,37,11
2023-07-22 13:00:00,35,51,24,20,11
2023-07-22 14:00:00,47,15,35,36,6
2023-07-22 15:00:00,60,71,60,49,9
2023-07-22 16:00:00,60,82,89,44,7
2023-07-22 17:00:00,107,77,89,48,14
2023-07-22 18:00:00,107,72,76,46,9
2023-07-22 19:00:00,116,70,54,29,13
2023-07-22 20:00:00,84,66,68,49,7
2023-07-22 21:00:00,114,60,82,32,9
2023-07-22 22:00:00,26,25,20,34,10
2023-07-22 23:00:00,55,52,24,23,10
2023-07-23 00:00:00,40,21,17,39,8
2023-07-23 01:00:00,25,22,8,8,9
2023-07-23 02:00:00,10,8,16,6,6
2023-07-23 03:00:00,29,21,26,6,9
2023-07-23 04:00:00,21,19,27,5,6
2023-07-23 05:00:00,15,23,14,5,5
2023-07-23 06:00:00,27,27,21,7,5
2023-07-23 07:00:00,33,25,8,9,6
2023-07-23 08:00:00,19,27,6,5,6
2023-07-23 09:00:00,39,8,22,9,9
2023-07-23 10:00:00,29,25,19,7,9
2023-07-23 11:00:00,47,37,24,23,10
2023-07-23 12:00:00,60,49,51,10,7
2023-07-23 13:00:00,28,36,16,13,8
2023-07-23 14:00:00,60,25,50,24,9
2023-07-23 15:00:00,115,54,60,47,13
2023-07-23 16:00:00,100,51,56,55,10
2023-07-23 17:00:00,98,86,77,47,13
2023-07-23 18:00:00,105,71,77,46,10
2023-07-23 19:00:00,117,85,82,41,7
2023-07-23 20:00:00,70,64,55,26,12
2023-07-23 21:00:00,94,77,68,43,8
2023-07-23 22:00:00,43,26,41,23,10
2023-07-23 23:00:00,48,34,52,25,10
2023-07-24 00:00:00,33,57,48,24,18
2023-07-24 01:00:00,27,17,19,17,11
2023-07-24 02:00:00,44,26,26,11,16
2023-07-24 03:00:00,48,35,26,17,14
2023-07-24 04:00:00,34,18,22,15,10
2023-07-24 05:00:00,30,14,19,9,15
2023-07-24 06:00:00,18,20,37,12,18
2023-07-24 07:00:00,22,39,26,9,15
2023-07-24 08:00:00,33,15,37,6,16
2023-07-24 09:00:00,35,15,34,5,17
2023-07-24 10:00:00,19,15,22,7,10
2023-07-24 11:00:00,87,49,39,20,23
2023-07-24 12:00:00,49,59,60,28,21
2023-07-24 13:00:00,36,32,38,28,15
2023-07-24 14:00:00,75,40,62,18,23
2023-07-24 15:00:00,105,69,70,32,22
2023-07-24 16:00:00,147,80,64,52,24
2023-07-24 17:00:00,122,84,67,58,21
2023-07-24 18:00:00,87,94,74,44,27
2023-07-24 19:00:00,135,67,61,39,25
2023-07-24 20:00:00,84,91,91,58,21
2023-07-24 21:00:00,127,72,97,57,24
2023-07-24 22:00:00,66,46,38,44,24
2023-07-24 23:00:00,46,60,65,44,15
2023-07-25 00:00:00,44,69,50,35,24
2023-07-25 01:00:00,42,19,14,15,18
2023-07-25 02:00:00,49,32,20,7,14
2023-07-25 03:00:00,30,32,30,11,18
2023-07-25 04:00:00,38,24,33,7,14
2023-07-25 05:00:00,28,31,37,11,16
2023-07-25 06:00:00,36,11,26,6,19
2023-07-25 07:00:00,35,30,16,10,10
2023-07-25 08:00:00,24,30,10,11,19
2023-07-25 09:00:00,30,22,30,10,12
2023-07-25 10:00:00,13,14,23,12,17
2023-07-25 11:00:00,87,44,25,31,17
2023-07-25 12:00:00,52,28,59,43,23
2023-07-25 13:00:00,59,74,26,26,19
2023-07-25 14:00:00,70,32,65,36,15
2023-07-25 15:00:00,103,61,68,45,28
2023-07-25 16:00:00,90,86,75,60,20
2023-07-25 17:00:00,102,66,72,56,20
2023-07-25 18:00:00,94,70,82,50,29
2023-07-25 19:00:00,98,91,68,43,20
2023-07-25 20:00:00,109,82,67,67,26
2023-07-25 21:00:00,99,68,69,44,22
2023-07-25 22:00:00,69,49,43,42,19
2023-07-25 23:00:00,79,69,37,15,22
2023-07-26 00:00:00,94,44,69,20,17
2023-07-26 01:00:00,46,19,13,12,12
2023-07-26 02:00:00,42,24,12,10,15
2023-07-26 03:00:00,18,25,25,12,16
2023-07-26 04:00:00,36,22,24,19,16
2023-07-26 05:00:00,15,17,28,10,12
2023-07-26 06:00:00,28,13,23,16,19
2023-07-26 07:00:00,41,37,38,14,17
2023-07-26 08:00:00,16,16,31,5,10
2023-07-26 09:00:00,49,24,20,14,17
2023-07-26 10:00:00,41,17,21,19,17
2023-07-26 11:00:00,42,41,43,25,15
2023-07-26 12:00:00,66,63,58,41,17
2023-07-26 13:00:00,50,44,63,26,21
2023-07-26 14:00:00,36,51,73,43,19
2023-07-26 15:00:00,142,72,78,54,23
2023-07-26 16:00:00,146,79,66,69,24
2023-07-26 17:00:00,100,66,84,61,28
2023-07-26 18:00:00,102,86,99,57,28
2023-07-26 19:00:00,95,73,81,52,29
2023-07-26 20:00:00,81,94,72,40,28
2023-07-26 21:00:00,86,84,70,64,29
2023-07-26 22:00:00,89,73,58,17,16
2023-07-26 23:00:00,44,26,29,22,23
2023-07-27 00:00:00,80,70,51,19,21
2023-07-27 01:00:00,47,28,33,14,14
2023-07-27 02:00:00,36,19,12,16,17
2023-07-27 03:00:00,17,34,34,12,18
2023-07-27 04:00:00,48,28,12,13,18
2023-07-27 05:00:00,29,17,30,19,18
2023-07-27 06:00:00,48,32,12,7,12
2023-07-27 07:00:00,43,33,28,5,12
2023-07-27 08:00:00,30,32,24,11,16
2023-07-27 09:00:00,46,20,28,8,12
2023-07-27 10:00:00,46,29,23,7,19
2023-07-27 11:00:00,41,49,58,22,19
2023-07-27 12:00:00,82,29,60,23,17
2023-07-27 13:00:00,89,60,26,21,16
2023-07-27 14:00:00,68,47,37,20,20
2023-07-27 15:00:00,114,69,99,52,28
2023-07-27 16:00:00,93,77,63,32,25
2023-07-27 17:00:00,80,97,96,63,25
2023-07-27 18:00:00,108,72,89,54,27
2023-07-27 19:00:00,90,95,93,46,24
2023-07-27 20:00:00,143,93,76,41,25
2023-07-27 21:00:00,136,99,69,47,28
2023-07-27 22:00:00,70,64,54,31,17
2023-07-27 23:00:00,60,74,53,28,18
2023-07-28 00:00:00,87,26,55,36,16
2023-07-28 01:00:00,34,34,27,16,11
2023-07-28 02:00:00,37,29,25,7,12
2023-07-28 03:00:00,24,18,17,7,12
2023-07-28 04:00:00,12,10,11,6,14
2023-07-28 05:00:00,29,35,14,7,17
2023-07-28 06:00:00,20,30,35,15,19
2023-07-28 07:00:00,34,17,27,8,17
2023-07-28 08:00:00,16,26,28,7,14
2023-07-28 09:00:00,13,35,17,8,16
2023-07-28 10:00:00,15,34,20,13,10
2023-07-28 11:00:00,93,60,71,25,15
2023-07-28 12:00:00,34,27,51,32,21
2023-07-28 13:00:00,86,58,71,42,24
2023-07-28 14:00:00,63,31,37,42,22
2023-07-28 15:00:00,123,80,64,45,24
2023-07-28 16:00:00,81,62,66,41,26
2023-07-28 17:00:00,92,99,87,44,21
2023-07-28 18:00:00,83,81,96,39,26
2023-07-28 19:00:00,103,82,68,33,28
2023-07-28 20:00:00,147,99,85,36,22
2023-07-28 21:00:00,103,74,64,48,22
2023-07-28 22:00:00,40,55,38,41,24
2023-07-28 23:00:00,73,66,25,26,19
2023-07-29 00:00:00,51,18,26,29,7
2023-07-29 01:00:00,27,19,5,9,7
2023-07-29 02:00:00,33,18,10,5,7
2023-07-29 03:00:00,35,20,22,9,7
2023-07-29 04:00:00,38,10,15,7,6
2023-07-29 05:00:00,22,18,8,9,8
2023-07-29 06:00:00,20,16,19,7,8
2023-07-29 07:00:00,25,22,28,5,9
2023-07-29 08:00:00,37,19,18,6,9
2023-07-29 09:00:00,10,10,10,6,8
2023-07-29 10:00:00,28,15,26,9,5
2023-07-29 11:00:00,57,44,21,24,7
2023-07-29 12:00:00,26,51,46,11,10
2023-07-29 13:00:00,40,29,31,20,9
2023-07-29 14:00:00,64,25,28,22,7
2023-07-29 15:00:00,113,86,87,52,11
2023-07-29 16:00:00,85,50,86,20,8
2023-07-29 17:00:00,75,88,81,35,14
2023-07-29 18:00:00,79,56,62,30,7
2023-07-29 19:00:00,81,73,67,34,13
2023-07-29 20:00:00,65,84,56,51,11
2023-07-29 21:00:00,102,77,82,54,14
2023-07-29 22:00:00,41,40,28,30,10
2023-07-29 23:00:00,22,35,16,32,8
2023-07-30 00:00:00,49,53,37,21,9
2023-07-30 01:00:00,18,16,26,9,7
2023-07-30 02:00:00,10,11,16,8,9
2023-07-30 03:00:00,19,13,20,8,5
2023-07-30 04:00:00,36,28,27,9,8
2023-07-30 05:00:00,21,11,16,5,5
2023-07-30 06:00:00,38,27,8,5,6
2023-07-30 07:00:00,35,9,20,7,8
2023-07-30 08:00:00,17,23,10,5,6
2023-07-30 09:00:00,12,16,17,8,7
2023-07-30 10:00:00,23,27,18,9,8
2023-07-30 11:00:00,66,37,47,35,8
2023-07-30 12:00:00,28,19,24,23,8
2023-07-30 13:00:00,32,29,23,28,9
2023-07-30 14:00:00,72,32,18,10,8
2023-07-30 15:00:00,72,85,56,43,8
2023-07-30 16:00:00,79,86,74,28,7
2023-07-30 17:00:00,94,73,76,26,11
2023-07-30 18:00:00,128,70,58,50,11
2023-07-30 19:00:00,121,62,88,22,14
2023-07-30 20:00:00,66,85,59,30,13
2023-07-30 21:00:00,90,68,88,48,10
2023-07-30 22:00:00,34,45,18,38,8
2023-07-30 23:00:00,42,49,20,19,10
2023-07-31 00:00:00,61,34,52,39,20
2023-07-31 01:00:00,11,19,20,8,19
2023-07-31 02:00:00,49,25,34,17,18
2023-07-31 03:00:00,38,29,27,5,19
2023-07-31 04:00:00,37,32,24,18,15
2023-07-31 05:00:00,14,30,28,17,15
2023-07-31 06:00:00,29,38,17,18,18
2023-07-31 07:00:00,32,35,33,19,13
2023-07-31 08:00:00,13,32,34,11,19
2023-07-31 09:00:00,35,27,34,19,14
2023-07-31 10:00:00,48,16,31,8,13
2023-07-31 11:00:00,77,26,70,15,21
2023-07-31 12:00:00,40,25,42,24,21
2023-07-31 13:00:00,65,36,40,19,21
2023-07-31 14:00:00,65,56,28,40,16
2023-07-31 15:00:00,100,67,86,47,25
2023-07-31 16:00:00,144,62,65,42,27
2023-07-31 17:00:00,100,65,88,45,27
2023-07-31 18:00:00,135,70,95,51,25
2023-07-31 19:00:00,86,75,62,58,23
2023-07-31 20:00:00,94,83,90,66,20
2023-07-31 21:00:00,81,85,97,33,24
2023-07-31 22:00:00,78,30,55,32,15
2023-07-31 23:00:00,65,50,54,42,17
2023-08-01 00:00:00,35,49,61,25,19
2023-08-01 01:00:00,48,16,18,6,14
2023-08-01 02:00:00,33,12,19,5,15
2023-08-01 03:00:00,14,30,25,12,17
2023-08-01 04:00:00,20,37,32,5,12
2023-08-01 05:00:00,25,29,17,6,19
2023-08-01 06:00:00,36,16,29,11,12
2023-08-01 07:00:00,19,26,22,17,17
2023-08-01 08:00:00,42,23,31,15,15
2023-08-01 09:00:00,11,21,38,9,15
2023-08-01 10:00:00,11,15,39,15,15
2023-08-01 11:00:00,81,41,36,19,24
2023-08-01 12:00:00,56,44,27,43,21
2023-08-01 13:00:00,64,35,61,21,19
2023-08-01 14:00:00,77,34,71,36,15
2023-08-01 15:00:00,93,85,62,34,23
2023-08-01 16:00:00,108,67,96,40,20
2023-08-01 17:00:00,144,62,69,43,27
2023-08-01 18:00:00,147,85,83,67,23
2023-08-01 19:00:00,125,87,91,54,25
2023-08-01 20:00:00,87,70,64,56,24
2023-08-01 21:00:00,135,64,66,68,27
2023-08-01 22:00:00,57,31,46,22,21
2023-08-01 23:00:00,87,38,44,34,16
2023-08-02 00:00:00,62,28,25,38,15
2023-08-02 01:00:00,18,24,29,13,15
2023-08-02 02:00:00,20,16,16,12,11
2023-08-02 03:00:00,22,18,36,5,17
2023-08-02 04:00:00,21,17,21,17,10
2023-08-02 05:00:00,17,29,17,13,13
2023-08-02 06:00:00,31,16,18,18,16
2023-08-02 07:00:00,18,23,10,13,12
2023-08-02 08:00:00,34,33,17,18,10
2023-08-02 09:00:00,12,18,13,13,16
2023-08-02 10:00:00,49,37,17,8,14
2023-08-02 11:00:00,58,63,70,24,15
2023-08-02 12:00:00,86,34,72,16,17
2023-08-02 13:00:00,35,66,50,17,23
2023-08-02 14:00:00,85,46,55,20,22
2023-08-02 15:00:00,129,69,78,61,23
2023-08-02 16:00:00,116,86,99,35,25
2023-08-02 17:00:00,149,91,64,53,25
2023-08-02 18:00:00,85,77,83,31,21
2023-08-02 19:00:00,85,78,62,57,20
2023-08-02 20:00:00,99,94,81,62,25
2023-08-02 21:00:00,81,68,73,63,26
2023-08-02 22:00:00,30,47,35,33,16
2023-08-02 23:00:00,70,45,32,35,22
2023-08-03 00:00:00,50,68,72,15,16
2023-08-03 01:00:00,47,37,18,19,15
2023-08-03 02:00:00,37,21,14,11,10
2023-08-03 03:00:00,21,34,38,5,16
2023-08-03 04:00:00,34,38,13,12,15
2023-08-03 05:00:00,48,37,33,12,12
2023-08-03 06:00:00,10,20,21,19,14
2023-08-03 07:00:00,32,15,37,12,10
2023-08-03 08:00:00,11,32,20,13,14
2023-08-03 09:00:00,45,23,29,18,18
2023-08-03 10:00:00,28,16,28,18,12
2023-08-03 11:00:00,80,41,28,24,18
2023-08-03 12:00:00,68,74,69,25,19
2023-08-03 13:00:00,32,29,39,44,15
2023-08-03 14:00:00,86,55,48,35,16
2023-08-03 15:00:00,120,84,81,40,22
2023-08-03 16:00:00,124,98,76,69,27
2023-08-03 17:00:00,87,79,96,58,20
2023-08-03 18:00:00,115,89,92,66,28
2023-08-03 19:00:00,95,90,66,31,21
2023-08-03 20:00:00,91,68,64,37,23
2023-08-03 21:00:00,116,91,70,49,21
2023-08-03 22:00:00,53,74,64,25,15
2023-08-03 23:00:00,63,63,49,21,16
2023-08-04 00:00:00,78,55,50,28,23
2023-08-04 01:00:00,26,36,15,13,10
2023-08-04 02:00:00,23,38,36,14,13
2023-08-04 03:00:00,29,19,25,16,12
2023-08-04 04:00:00,14,19,34,17,15
2023-08-04 05:00:00,27,17,12,7,11
2023-08-04 06:00:00,27,31,37,5,17
2023-08-04 07:00:00,29,22,25,17,18
2023-08-04 08:00:00,15,10,17,7,14
2023-08-04 09:00:00,39,22,28,10,17
2023-08-04 10:00:00,37,36,21,14,12
2023-08-04 11:00:00,82,34,46,16,23
2023-08-04 12:00:00,91,61,40,30,22
2023-08-04 13:00:00,66,65,66,34,24
2023-08-04 14:00:00,82,43,41,27,18
2023-08-04 15:00:00,81,81,92,68,22
2023-08-04 16:00:00,146,95,68,66,25
2023-08-04 17:00:00,145,98,99,53,21
2023-08-04 18:00:00,112,61,76,38,22
2023-08-04 19:00:00,115,69,87,55,29
2023-08-04 20:00:00,104,86,61,33,27
2023-08-04 21:00:00,105,73,72,35,20
2023-08-04 22:00:00,53,40,66,22,23
2023-08-04 23:00:00,89,65,47,27,23
2023-08-05 00:00:00,40,26,37,10,9
2023-08-05 01:00:00,13,23,9,5,5
2023-08-05 02:00:00,34,27,12,8,7
2023-08-05 03:00:00,23,11,12,6,6
2023-08-05 04:00:00,21,19,17,9,8
2023-08-05 05:00:00,20,15,13,5,9
2023-08-05 06:00:00,39,24,26,9,9
2023-08-05 07:00:00,19,28,17,5,9
2023-08-05 08:00:00,21,19,7,9,6
2023-08-05 09:00:00,24,16,20,9,8
2023-08-05 10:00:00,31,28,15,6,6
2023-08-05 11:00:00,68,27,51,26,10
2023-08-05 12:00:00,67,32,51,22,6
2023-08-05 13:00:00,65,44,26,31,11
2023-08-05 14:00:00,56,46,38,20,9
2023-08-05 15:00:00,124,51,66,35,10
2023-08-05 16:00:00,94,72,76,45,9
2023-08-05 17:00:00,76,51,60,43,11
2023-08-05 18:00:00,65,79,50,34,11
2023-08-05 19:00:00,89,86,68,22,9
2023-08-05 20:00:00,109,66,68,24,7
2023-08-05 21:00:00,73,66,86,50,7
2023-08-05 22:00:00,30,32,54,23,8
2023-08-05 23:00:00,38,31,15,32,7
2023-08-06 00:00:00,33,50,21,21,6
2023-08-06 01:00:00,33,6,11,8,7
2023-08-06 02:00:00,32,6,25,6,7
2023-08-06 03:00:00,14,25,18,8,6
2023-08-06 04:00:00,14,14,5,7,6
2023-08-06 05:00:00,23,22,21,9,9
2023-08-06 06:00:00,27,19,14,9,6
2023-08-06 07:00:00,10,27,20,8,7
2023-08-06 08:00:00,35,18,8,5,6
2023-08-06 09:00:00,35,16,11,8,7
2023-08-06 10:00:00,36,6,12,5,9
2023-08-06 11:00:00,42,30,52,19,6
2023-08-06 12:00:00,51,23,23,36,11
2023-08-06 13:00:00,39,16,36,14,8
2023-08-06 14:00:00,32,20,31,28,8
2023-08-06 15:00:00,127,71,72,46,13
2023-08-06 16:00:00,74,79,84,42,9
2023-08-06 17:00:00,126,77,78,31,14
2023-08-06 18:00:00,88,71,71,28,7
2023-08-06 19:00:00,64,59,84,22,10
2023-08-06 20:00:00,104,73,73,45,11
2023-08-06 21:00:00,121,70,52,37,8
2023-08-06 22:00:00,49,22,29,31,10
2023-08-06 23:00:00,54,16,25,38,9
2023-08-07 00:00:00,80,63,36,24,21
2023-08-07 01:00:00,28,17,14,19,15
2023-08-07 02:00:00,10,29,24,16,12
2023-08-07 03:00:00,30,38,33,9,11
2023-08-07 04:00:00,27,11,19,15,10
2023-08-07 05:00:00,32,22,31,8,17
2023-08-07 06:00:00,11,25,20,5,12
2023-08-07 07:00:00,10,26,14,16,18
2023-08-07 08:00:00,20,13,20,16,16
2023-08-07 09:00:00,31,27,32,14,12
2023-08-07 10:00:00,15,15,33,12,14
2023-08-07 11:00:00,87,69,55,43,19
2023-08-07 12:00:00,69,53,38,39,15
2023-08-07 13:00:00,81,56,62,16,24
2023-08-07 14:00:00,57,70,29,19,15
2023-08-07 15:00:00,106,89,94,68,25
2023-08-07 16:00:00,139,82,66,47,23
2023-08-07 17:00:00,81,74,96,68,23
2023-08-07 18:00:00,80,83,84,57,23
2023-08-07 19:00:00,129,91,82,61,25
2023-08-07 20:00:00,132,62,72,32,24
2023-08-07 21:00:00,145,62,80,52,22
2023-08-07 22:00:00,39,34,71,18,21
2023-08-07 23:00:00,48,42,57,21,21
2023-08-08 00:00:00,50,71,43,16,21
2023-08-08 01:00:00,21,34,31,8,10
2023-08-08 02:00:00,23,21,30,9,19
2023-08-08 03:00:00,40,13,23,16,17
2023-08-08 04:00:00,47,26,27,16,19
2023-08-08 05:00:00,19,28,38,7,12
2023-08-08 06:00:00,25,18,16,9,18
2023-08-08 07:00:00,35,39,20,13,14
2023-08-08 08:00:00,20,27,26,12,15
2023-08-08 09:00:00,41,39,16,18,10
2023-08-08 10:00:00,42,15,25,18,12
2023-08-08 11:00:00,54,57,70,33,18
2023-08-08 12:00:00,47,26,48,43,23
2023-08-08 13:00:00,78,57,32,21,16
2023-08-08 14:00:00,31,70,69,36,15
2023-08-08 15:00:00,136,79,88,65,24
2023-08-08 16:00:00,147,90,69,40,20
2023-08-08 17:00:00,85,94,93,33,29
2023-08-08 18:00:00,114,79,73,38,27
2023-08-08 19:00:00,83,67,62,34,26
2023-08-08 20:00:00,111,82,85,64,22
2023-08-08 21:00:00,129,68,69,50,22
2023-08-08 22:00:00,66,42,35,36,19
2023-08-08 23:00:00,48,37,53,27,24
2023-08-09 00:00:00,36,55,56,35,15
2023-08-09 01:00:00,33,34,36,17,14
2023-08-09 02:00:00,35,36,38,16,14
2023-08-09 03:00:00,20,38,34,19,12
2023-08-09 04:00:00,43,38,23,16,18
2023-08-09 05:00:00,10,32,20,5,16
2023-08-09 06:00:00,15,35,25,8,14
2023-08-09 07:00:00,18,16,16,6,10
2023-08-09 08:00:00,14,12,14,5,18
2023-08-09 09:00:00,38,25,13,13,11
2023-08-09 10:00:00,28,38,18,8,19
2023-08-09 11:00:00,86,48,62,39,15
2023-08-09 12:00:00,31,30,46,22,24
2023-08-09 13:00:00,52,51,47,35,17
2023-08-09 14:00:00,62,53,73,43,23
2023-08-09 15:00:00,89,82,96,68,21
2023-08-09 16:00:00,119,82,68,65,28
2023-08-09 17:00:00,114,99,77,46,24
2023-08-09 18:00:00,145,89,79,36,22
2023-08-09 19:00:00,129,82,60,64,28
2023-08-09 20:00:00,148,89,74,30,25
2023-08-09 21:00:00,81,76,79,53,26
2023-08-09 22:00:00,56,54,28,28,22
2023-08-09 23:00:00,63,65,47,43,15
2023-08-10 00:00:00,68,45,38,20,23
2023-08-10 01:00:00,29,17,27,9,15
2023-08-10 02:00:00,10,15,15,12,18
2023-08-10 03:00:00,37,27,14,13,13
2023-08-10 04:00:00,20,18,15,8,14
2023-08-10 05:00:00,27,13,32,19,16
2023-08-10 06:00:00,37,10,26,8,12
2023-08-10 07:00:00,28,33,21,15,15
2023-08-10 08:00:00,13,34,33,10,11
2023-08-10 09:00:00,24,25,27,11,13
2023-08-10 10:00:00,15,11,22,16,12
2023-08-10 11:00:00,64,27,70,17,23
2023-08-10 12:00:00,87,46,43,29,16
2023-08-10 13:00:00,75,34,66,25,15
2023-08-10 14:00:00,94,60,51,15,18
2023-08-10 15:00:00,101,98,74,67,27
2023-08-10 16:00:00,114,97,82,38,22
2023-08-10 17:00:00,116,69,65,41,25
